title,body,category,tags,tag1,tag2
Saunders Greg week 5," Q1
Part I

There  are various identification methods used in the criminal justice system.  There are also two different types of evidence used: physical evidence  and circumstantial evidence. This discussion examines the reliability of the various methods used and examines the two different types of evidence.
Please discuss each of the following:

Discuss  the various identification methods used in the criminal justice system.  Discuss some of the flaws with eye witness identifications?
What is the difference between physical evidence and circumstantial evidence? Which do you believe is more reliable to a jury? 
What are some of the benefits and drawbacks to relying on DNA evidence in a criminal case?

Part II
Please review the two signed statements from witnesses. One is from Dawn Dietz, the prosecutor's witness, and the other is from Joe ""The Fireman"",  the defense's witness. Using these two witness statements and the facts  provided to you in the week 1 discussion, answer the following  questions:
1) If you were the prosecutor, how would you discredit the potential testimony of Joe The Fireman?
2) If you were the defense attorney, how would you discredit the potential testimony of Dawn Dietz?
3)  What statements/testimony from the witnesses, the police officer and Mayo will be admissible and inadmissible? Discuss why.

Q2
 
Please analyze the following utilizing the Model Penal Code:
1) Scott  breaks into a house with the intentions of stealing some jewelry. He is  surprised that the owner is at home, grabs his gun, and fatally shoots  him. What charge can be filed against Scott? Discuss why.  
2) Brett  sneaks into a warehouse intent on theft and is surprised by a security  guard, whom Brett knocks down a flight of stairs, killing him. What  crime was committed? Discuss why.
3) Liza  drives 80 MPH on a windy road, drives off a cliff, killing his passenger  in the crash. What charges can be filed against Liza? Discuss why.
4)  Please share any similar cases that you found.  How did conducting  research and going through each step of legal analysis help you to reach  this conclusion?  Analyze how you applied critical thinking and legal  analytical skills to assist you in this regard.  What new research  and/or analytical tool or method did you try for the first time this  week?  What do you think you do well and what would you like to  strengthen so that you continue to improve?   
5) Collaborate with each other as the week goes on to make all aspects of this Discussion as robust as possible.",Education,due,asap,
Education J Jordan assignment 3," 
Athletic Director:  Wow! Our teams did terrific last week! I know much of their success can be attributed  to your food recommendations! Thanks so much! Now we need to work on  modifying their daily food intake, so they are ready every day to do  their best at practice and competitions. What changes should they make  to their diet? Remember, you analyzed their current diet for Assignment  1. This week, let's improve that diet. I'll let each coach explain what  they need.
Coach Speedy:  My runners are not consistently ready to meet the challenge of every  practice and competition. I think they need to eat the right balance of  the five foods groups daily, and those foods need to be spaced  appropriately before, and after practice, so they come to practice and  competitions ready to go. We practice at four in the afternoon for 1 1/2  hours. The conference championship is in two weeks.
Coach Power: We  have our final competition in four weeks. I need to push my lifters  without overdoing it. What changes do they need to make to their diet?  We practice for 1 ½ hour every morning starting at 7 am.
Coach Combo: We play every week,  and my team is getting beat up and worn down. Good news! We have made  it to the conference playoff. The team is pumped up, but we will be  playing a tough team. If we win this, we can go to a bowl game. We have  two weeks to replenish our body and get ready for the big game. I'm  going to pull out all the stops. What should we eat? We lift weights at 6  am and then practice on the field every afternoon at 3 pm for 2 hours.
Athletic Director:   Okay, now you have heard from the coaches. Time to start making your  recommendations. I know this will help each of the teams prepare for  their final competitions. For this assignment, you will modify one of  the team's diets from Assignment 1. If your name last name starts with  the A-H, then you will work with Coach Combo and make recommendations  for his football team. If your last name begins with I-P, then you will  evaluate a sample diet from Coach Speedy's Cross Country team. Finally,  if your last name starts with the letter Q through Z, you will assist Coach Power and his weight lifters.
You need to modify your team's diet,  so it meets the following recommendations. Use Cronometer to make the  modifications. You can use the same profile you used for the first  assignment, just add new days. Also, you will be adding and deleting  foods to the diet. Each diet consists of three days and the average for  the three days should meet the following recommendations. 

Calorie  intake is within 250 calories of the calorie level recommended by the  diet analysis program. Be sure you selected the appropriate activity.
All nutrients are >100% (Please note this is >100% and not equal to 100%). Be sure not to exceed the upper limit for a nutrient.
The source of calories from carbohydrates is >55%, and the source of calories from fat is <25%.

For the team you are helping, enter the following profile information into the Cronometer diet analysis program.

Coach  Speedy and her cross country team: Plan between 2500-3000 kcal/day for a  female athlete, 20 yrs old, 5 feet 5 inches tall, 135 lbs, maintain  current weight, the activity level is active
Coach  Power and his weight lifting team: Plan between 3500-4000 kcal/day for a  male athlete, 21 yrs old, 6 feet tall, 180 lbs, maintain current  weight, the activity level is active
Coach  Combo: Plan between 3500-4000 kcal/day for a male athlete, 19 yrs old, 6  feet tall, 200 lbs, maintain current weight, the activity level is  active

In this class, you learned the time you eat relative to  working out is just as important as the foods you eat. When should the  athlete eat the foods you recommend? How many hours before and after  practice? Are there certain types of foods they should eat? What about  fluid intake? Be sure to space out your food selections, so they meet  the guidelines you learned in class.
Remember, variety and moderation are the keys  to a healthy, well-balanced diet so the same foods should not be eaten  every day. Make sure your diet changes are different every day.
When  your diet plan meets the above objectives, screenshot your analysis or  print it to a pdf. You must submit this in the assignment area. Also, I  need you to write a report, so my coaches will know what changes you  made to their athlete's diet. Use Word to write your report. It should include the following:

List of meal or snack time and foods to be eaten at that time. (Be sure to space out your food selections, so they meet the guidelines you learned in class.)
Time when the athlete is working out
What foods did you add to their diet?
What foods did you remove from their diet?
What did you do about their fluid intake?

",Education,due,asap,
Education evans sam assignment 3," 
Evaluate Marketing Website Assignment: Access the following 
Website: https://www.myfoodandfamily.com/

Kraft  Foods uses this Website as a part of its marketing strategy. Review the  Website and write a 2 page summary on its effectiveness as a marketing  tool. Include the things that you feel work well and the things that you  feel could be done better.


Define channel strategy
Design a sales management plan
",Education,due,asap,
short summary overton," 

Select a  publicly-traded company that is traded on U.S. exchange. Locate the  annual report for at least the last three fiscal years. 
Analyze the  financial statements for the company and review for large movements in  specific accounts from one year to the next. In addition, review the  notes to the financial statements as these are an integral part of the  financial reporting package. Evaluate the balance sheet to determine if  there are large changes in the company's assets, liabilities, or equity  accounts. In addition, analyze the income statement and statement of  cash flows.
At a  minimum, calculate the following ratios for two years, the  debt-to-equity ratio, current ratio, quick ratio, return on equity, and  net profit margin. For each ratio, explain what the ratio tells you  about the company
",Education,due,asap,
Licenses & Permits ," Business: Klassik styles hair salon
For  your venture, determine the licenses and permits you must obtain for  your business to be legal. Provide the following information for each  legislative branch – federal, state, local:

License and permit that applies to you (NOTE: you most likely have more than 1 to consider)
Explain why the license and permit applies to your venture
Taxes you need to pay at the federal, state and local level
Types of insurance you are required to have
Privacy laws regarding any information you collect about your customers that you must satisfy
",Education,due,asap,
26 hours. 2 pages,"Using the same 3-4 business ideas from last week, outline which of the three primary forms of organization are appropriate for each. Why? What are the costs and benefits of each form of organization based on your proposed business idea?",Business & Finance,business,Finance,
one page management,"Write one (1) page on how the topics of this learning module affect you, personally. Avoid just repeating basic definitions. Avoid making vague, general, or theoretical statements (i.e., less description and more analysis). Provide detailed examples from your own personal experiences from your life at work or at school (e.g., ""At my workplace, I have seen...""). Be very direct and very specific.
Submission Instructions:


All assignments for this course must be submitted only through Canvas, so it can be processed through TurnInIt (plagiarism and AI checking software), and not via email and not via attachments (.doc, .pdf, .rtf, etc.).
The assignment is to be written clearly and concisely, and students will lose points for improper grammar, syntax, punctuation, and spelling.
The assignment is to be one (1) page in length, current APA style, excluding the references page; no title page is necessary.
The assignment must incorporate a minimum of one (1) current reference for scholarly journal articles or primary legal sources (statutes, court opinions) published within the last five (5) years.
",Accounting,ethic,management,
data management," 
Background
In March of 2000, a local mountain-biking club (Mountain-Bikers for Life) was organized for recreational purposes in West Virginia. Through the years the club had many members come and go, but the club continued to grow in popularity. As some members moved to other parts of the country, they began to form their own ""Mountain-Bikes for Life"" Club. The various clubs would even have events once or twice a year with one another. This sport has become so popular that, The Extreme Mountain Bike Racing League (EMBRL) was birthed.  The headquarter for the EMBRL is in West Virginia, but they have racing locations in Colorado, Maui, New England, Tennessee, Wisconsin, and Minnesota.
You went to college with the Mike ""Mountain Man"" Miller, who is the founder and CEO of the EMBRL. He has contacted you to see if you would be interested in creating a database application for his newly formed league. You have been doing contract work for an IT consultant form and have recently left to start your own business and this may just be the opportunity that you have been looking for to jumpstart your business.
After jumping at the opportunity, you scheduled a meeting with Mike to discuss his data needs.  After your initial interview with Mike and after having subsequent meetings, Mike has provided you with the Logical Design Criteria listed below.
Logical Design Criteria
The logical and relational requirements for the database that you are designing for the EMBRL are as follows:

The database must keep track of all of the riders who are part of the league. They need to have easy access to their personal address information, contact information, the date they joined the EMBRL and who their agent is.
 
Each rider is part of a given team. Each team consist of 4 riders. We need to keep track of the team name, the riders on that team.
 
Many riders have pushed the limit of their bikes by tinkering with them by adding to and/or taking away from the original design of the bikes.  This often gives some riders an unfair advantage over the other riders. It is important that the database keeps track of the approved mountain bikes, along with their name, description, weight and a picture. Also, it is important to know which bike a rider is using in a given race.
 
Since the potential is there for the riders to now get paid quite a bit of money for winning races and even participating in races or outside engagements, the riders thought it necessary that each of them have their own agent. Often, a single agent will represent one or more riders. We need to know the agent's name, address information, contact info and which riders they represent.
 
The EMBRL even has corporate sponsors. These sponsors give financial support to the various events (which consist of 1 or more races) and even directly sponsor individual riders. A rider may have 0, 1  or many sponsors and a company may also sponsor 1 or more events.  We need to know the name of the sponsor, address information, contact information, which riders they sponsor (if any) and which events (if any) they sponsor. Also, a given company can very well sponsor riders, or events or both, but they will sponsor at least one of them. You cannot be a sponsor and not sponsor anybody.
 
All advertising is first done at the Event level.  The Events may consist of 1 or more races. The races that make up a given event may be in the same location or different locations or even different levels of rider expertise.  The event information that we need to track is the name of the event, event location, address information, the beginning and ending dates and who the corporate sponsor of that event is.  Again, each Event may consist of one or more races. For example, you may have 4 races spread out over a given weekend that makes up one particular Event.  The race(s) that make up a given event keeps track of information about the location of the particular race, the rider's level of experience, the date of the race, the distance of the race and the start and ending times of the race in question.
 
Each rider can participate in one or more races. We need to know which riders are riding in which races and what approved bike they are using for that particular race.  Lastly, we will need to keep track which place the rider finished in the respective race that they are riding in. We will track all riders placements at the end of each race.  Each of these places has bearing on which team wins the overall season's title and prizes will be dispersed accordingly based on which team has the lowest points of the season.
 

 
Deliverables and Grading Rubrics

Entity Relationship Logical Data Model: A visual model which represents each table (entity) and the relationships between the tables.  Refer to the Power Point Presentations that cover ""Entity Relationship Diagrams"" - on the Canvas Schedule page. This diagram can be completed with MS. Word, Visio, Smartdraw, lucid charts or some other graphics program of your choice. However, copy and paste your diagram back into Word along with the other two deliverables or submit it in a PDF format.
 
Field List: Shows the fields (attributes) for each table (entity) and identify the primary key (by underlining it). Identify any Alternate Keys, Secondary Keys and all Foreign Keys. The field list should include all fields which are found in the problem. We will use the Relational Database Shorthand from the Power Power Point Presentation ""Database Design - Using ER Diagrams""   on the Canvas Schedule Page.
 
Technical Summary: The technical summary provides verbal support for the relational data model. The technical summary should answer the question, ""Why this logical data design and not some other?""  or ""Why are these relationships one-to-many or many-to-many?"" This is the portion where you get to talk the database language and explain/support your Entity Relationship Logical Data Model. At Least 1 page 12 pt font double-spaced.
",Computer Science,science,,
Week 4,"Reflect on what you learned this week about empowerment in organizations. In this week's YouTube video we look at empowerment and discuss differences between empowerment and control. What are your thoughts about the video and its message? If empowerment is so effective, why don't we see more of it in the workplace?
",Law,asap,,
emotional vocabulary,"In 250 words or more, what cultural ideas and practices related to emotion were you exposed to when you were a child? What cultural ideas and practices related to emotion are you currently exposed to as an adult? How do you think they shape your emotional experiences and expressions?",Psychology,PSY,ems,
learning activity,"
Research several counseling professional organizations, including the American Counseling Association (ACA), the Association for Counselor Education and Supervision (ACES), the National Board for Certified Counselors (NBCC), and the International Association of Marriage and Family Counselors (IAMFC).
Choose two organizations to review in detail. In your essa_, you should include the following information for each organization:


A brief overview of the organization, including its mission and values.
The resources and services offered by the organization, such as conferences, publications, and certification programs.
The benefits of joining the organization include networking opportunities, access to continuing education, and advocacy efforts.
Any notable initiatives or projects undertaken by the organization, such as research initiatives or public awareness campaigns.
Any criticisms or concerns about the organization, including its policies or practices.


Compare and contrast the two organizations you reviewed, highlighting their similarities and differences regarding their mission, resources, and benefits. Consider which organization would best fit you as a counseling student and why.
Conclude your essa_ by summarizing the key points you have made and reflecting on the importance of professional organizations in counseling.
",Psychology,,,
dw5,What does it take for a counseling program to earn the prestigious CACREP accreditation at both the master's and doctoral levels? How does this rigorous process help to ensure that aspiring counselors receive a comprehensive and high-quality education that prepares them for the complexities and challenges of the counseling profession?,Psychology,PSY,,
HEALTH INFORMATION MANAGEMENT ; ESSESNTIALS IN HEALTH INFORMATICS,"You work for a small hospital striving to implement an EHR. One of the vendors is proposing that you purchase a cloud-based EHR.  Evaluate all the cloud options, along with the potential advantages and disadvantages for your organization. APA citations.
This question has many facets to it.  Expected word count 225 - 250+",Information Systems,,,
Discussion Post,"You are the Deputy Chief of Police for a 500 member department of a city that has a high crime rate in certain areas and an extremely low crime rate in other areas of the city.  There are racial tensions between the police department and members of the community.  The Chief has asked for your input to adopt a community policing model/approach.  In your response back to the Chief (your main post), address the following questions:What are the first steps that the leadership of the Department should take to adopt community policing?What are the three biggest obstacles the Chief will face when implementing community policing initiatives in the Department?How can leadership overcome those obstacles?What concerns with regards to the budget should the Chief focus on regarding adopting a community policing initiative?",Criminal,Law enforcement,,
Discussion Post,"Main Discussion QuestionJudicial power can have a very significant effect on policy making in American politics, especially when the federal courts reinterpret the law or the Constitution. Supreme Court decisions are especially important in that they become the ""law of the land"" for the whole country. Choose a Supreme Court case from any chapter in your text in which the court’s decision created or changed a policy or previous law in the United States. Give the name and date. In the discussion, identify your chosen case and explain whether you agree or disagree with this decision. Be sure to provide rationale for your response. ",Criminal,,,
Activity: A Policy You Would Change,"Week 9 Assignment - Activity: A Policy You Would ChangeIntroductionIf you could change any U.S. domestic policy today, what would it be? For this activity, choose a policy you would like to change, submit a one-paragraph explanation of the policy you would like to change, and identify three references to support this policy change. This is the same policy you will use to write your Final Reflection assignment (due next week).InstructionsStep 1: Choose a domestic public policy:EnergyThe environmentHealth careSocial welfareCivil rightsDeath penaltyGun controlTaxationAssisted suicideAffirmative actionMinimum wageDrug legalizationImmigrationHate crimesCapital punishmentNote: Approval for your policy is required and will be provided in the grading rubric. If your policy and/or references are not approved you will need to read the instructor feedback and provide an updated policy and/or references to be approved before submitting your final assignment.Step 2: Identify three references to support the policy change.Use reputable sources that support your views, illustrate the severity or urgency of the need for change, discuss current events that make you think about the seriousness of the issue, etc. Remember to review the news sources provided earlier in the course and ensure any references selected outside of that list are reliable.Step 3: Submit a Word document with your policy choice and one paragraph explaining why that is a policy you’d like to change and citations for your three references.",Government,,,
Read description Discussion Response," Respond to all 4 students discussion 100 word minimum
Due Sunday JUNE 4, 2023
Must Read: 
**Please write response as a direct response to the classmate. Please don't write the response addressing the student as a third person. Correct way to response...... 
***Example: Hi James I agree with you and so on..... 
****Example: Please DO NOT say According to Ashley. Because we're supposed to respond directly to the student.
*****PLEASE RESPOND IN DEPTH


PRACTICUM II**************************************************************
Response 1- Ashley
L. Describe your experiences and your role in building relationships with teachers, parent(s)/guardian(s), administrators, staff, and outside agencies.
“At its core, the role of a school counselor is to cultivate trusting relationships. These connections define the dynamics among counselors, students, and parents.” (2023) I have intentionally built collegial relationships with my supervisor, personnel, teachers, and students at my practicum site. For instance, when the gate opens in the morning for breakfast, the counselor and I welcome students and guardians, which often leads to conversations, which helps us learn more about the student’s home life.
I practice being present, actively listening, and consistently showing up, which reveals to those around me that I am committed and a trustworthy person.
Building relationships with teachers is more challenging as they spend most of their time in their classrooms. The chance to converse with them is only during dismissal when the teachers spread out to observe each gate, walking, bus, or pick up. Once the students are gone, the teachers return to their classrooms, and that is an opportunity to converse with them. I have also made following up a priority, for instance, when theirs a student who repeatedly is sent to the counselor or principles office for behavioral issues. If I run into the teacher and students are absent, I will ask the teacher about the student. They seem to appreciate it.
I also notice that students appreciate it when you remember their name, which is often tricky, being at a school with close to one thousand students. I often remember the classroom they are in or the group they spend time in at recess. Students enjoyed interacting with the counselor and started recognizing me more often.

Response 2 - Amelia

Describe experiences related to any of the following: School structure/program development.

I have been fortunate to have amazing supervisors that include me in the development of new programs and trainings. This can be good as it helps develop my leadership skills and allows me to work with other district leaders.  I have been given/taken the lead in training school site staff. This can become overwhelming sometimes because we our district has 24000 students and has 34 sites. There are 3 people that do what I do at the district, I have learned that when I am taking the lead, I still need to hold my counter parts responsible for also learning the information so that they can support their sites. I have had to redirect people to their contact person and also sometimes have conversations about attending trainings and reading handouts. One thing I hear a lot from school site staff is ""We are busy"" and have no time to read handouts or trainings. I advise them that all schools are staffed the same and if they are not attending trainings that was their responsibility. It took some time, but the culture is changing, and I am hearing less and less of the ""we are busy"" and ""this is how we have always done it.""  We are launching a new program in our department this upcoming year and I am trying to not take on a leadership role since I will be busy with internship hours, however I know that if I see things being communicated incorrectly or not being implemented correctly, I will step in and help. 

SOCIAL EMOTIONAL******************************************************
Response 3- Stormee
What are some possible interventions you may use to either increase or decrease either appropriate or non-appropriate behavior at school?
In the text, Gresham discusses the negative impacts on students throughout their school careers if they are not provided with the proper effective SEL interventions (2017). In order to effectively increase/decrease either appropriate/non-appropriate behavior at school, I would utilize a few different forms of interventions. First, I would perform a functional behavior assessment, or FBA. This would give me the opportunity to focus on antecedents, behaviors, and consequences by observing and checking in with a student. After my main assessment, I would utilize the multi-tiered system of support, MTSS. This would give me the knowledge to understand what tier they need help in. For tier one students, I would focus on classroom instruction and school wide initiatives in their daily activities throughout campus. For tier two students, I would emphasize individual reflection, small group counseling, and peer mediation. This would be for students who need that extra attention individually or with their peers at school. This is a way to work through those any issues on campus personally with each student. Tier three prioritizes improving students' mental health and social emotional success through outside referrals and resources. Interventions are dependent on each students needs. If a student is doing well, our interventions choices will help them stay focused and motivated. On the other hand, if the student is struggling with behavior or purpose, then our interventions will address helping them comprehend the repercussions while showing them alternatives to staying intentional.
As school counselors, it is essential to our success to create a dialogue with our students in order for them to comprehend and learn from the lessons we provide. If our students can trust and depend on us to be a supportive adult in their life, they will come to us when they need help. I currently work in a middle school and behavioral interventions are what we focus on. One specific social emotional learning intervention that I have been utilizing with my middle school students is the CICO system. The check-in check-out framework has been extremely effective with students at the intermediate level. I am able to meet with them at scheduled times, and it has been so helpful with keeping my students focused and on track with their goals. Another specific SEL intervention technique that we like to utilize is small group counseling. Especially in middle school, one of our biggest issues is rumors  spreading through class and social media causing drama and fights, Utilizing small group sessions has been extremely effective with breaking down that wall and creating a dialogue between our students. Being able to create that line of communication has helped us realize most of the time, these students just need their chance to be heard. 

Response 4- Angie

What are some possible interventions you may use to either increase or decrease either appropriate or non-appropriate behavior at school?

 As a school counselor we wear many hats during our day and help students through many different challenges whether it be academically, emotionally or socially. We want to be able to teach our students to have a more positive view of life as well as with their behavior. There are many different types of interventions we can put in place to help support our students whether it be interacting with others of similar challenges or spending time alone to reflect. The first intervention I find to be vital in education would be putting in place gratitude interventions. Studies have shown that, “gratitude interventions have proven benefits in increasing happiness and satisfaction (Wood, Froh, & Geraghty, 2010)”. We want our students to stay motivated and help create a more positive environment for themselves and others around them. Having our students write down their emotions, thoughts or ideas is also a great way for self-reflection which can ultimately lead to more positive interactions and decrease the number of altercations between students. This is something we can do with our students on a day-to-day basis as well as inform teachers and staff of how a simple “great job today” can go a long way. Another intervention counselors can put in place would be optimistic interventions which help create more positive outcomes since we are helping create realistic expectations. As stated, “Evidence suggests that although this may seem to be an easy task, non-directed imagination is a great way for people to understand how positive they are about themselves and others in life (King, 2001)”. At a young age we want to be able to teach our students to focus on their goals and strengths in order for them to achieve the life they want to create for themselves. As counselors going into classrooms to do presentations on SEL, academics or post-secondary plans we want our students to do activities as well to keep them engaged. Having them reflect in a small summary on where they see themselves in the future will help them gain insight on what they are doing wrong and what they can do better in order to reach their goals. This is great reflection for students who struggle with absenteeism, substance abuse, academically, etc. ",Sociology,writing,english,
Business Society Presentation,"  
Create a 3–5-minute (approximately 6–8 slides) PowerPoint presentation that evaluates how well the company ""NIKE"" embodies its issue-related values. Your presentation should contain detailed speaker’s notes that flesh out and support main points, ideas, or conclusions and have supporting citations.
1. Summarize your chosen company's Supplier Responsibility information.
2. In your own words, explain how each aspect of your Supplier Code of Conduct is committed to ethical business practices and social responsibility.
3. Discuss your company's stance on each of the following areas:
o Empowering Workers.
o Labor and Human Rights.
o Health and Safety.
o The Environment.
o Accountability.
4. Identify the key ways that your company's Code of Conduct has changed since last year.
5. Examine the manner in which your company's Supplier Code of Conduct helps the organization operate as a socially responsible organization.
6. Recommend the stakeholders roles (4–5) needed on the team and how each supports the project.
 
 
 
 
Integrate at least three supporting resources from reputable sources.",Management,business,SOCIETY,
Stakeholder Discussion,"Companies often project their corporate values on their suppliers through a supplier code of conduct or similarly named requirements. Writing these requirements can be arduous and require the input of multiple stakeholders.

What is the supplier code of conduct the company NIKE?
If you were asked to create this code for NIKE, discuss how you would assemble a team or committee to write it. How would the committee work? Who would be included on the committee?
",Management,business,management,
Leadership,Attached is the questionnaire for 8 chapters. You have to do rating in the questionnaire  and using those results and the points in the second pdf of the same chapters Write a one single spaced summary. You have to turn the questionnaire and the summary as a portfolio for all the chapters combined. Make sure no use of AI.,Management,Leadership,questions,
Week 8 Research Paper,"  
Use the template to write a 4-6 page academic research paper on the company “SouthWest Airlines” in which you include the following:
Step 1: Assess one business-level strategy you believe to be most appropriate for “Southwest Airlines” long-term success. Support your position with specific evidence.
Step 2: Assess one corporate-level strategy you believe to be most appropriate for “Southwest Airlines long-term success. Support your position with specific evidence.
Step 3: Analyze the competitive environment to determine the “Southwest Airlines most significant competitor. Include a comparison of the business and corporate-level strategies for both corporations “Southwest Airlines and their competitor.) 

Based on your       analysis, conclude which corporation (“Southwest Airlines” or its competitor) is most likely to be successful in the long term. Support your       determination with at least three pieces of evidence.

Step 4: Determine “Southwest Airlines or its most significant competitor would differ in slow-cycle and fast-cycle markets. Support your position with specific evidence.
Use three or more quality sources, including your textbook, to support your writing. Choose sources that are credible, relevant, and appropriate. Cite each source listed on your source page at least one time within your assignment. (Note: Wikipedia and similar websites do not qualify as academic resources)",Management,business,,
Week 9- Short Answer,"
Explain why firms experience evolutionary cycles in which there is a fight between strategy and structure, punctuated with periods in which strategy and structure are reshaped. Provide examples of global firms that have experienced this pattern.
Choose a CEO of a prominent firm that you believe exemplifies the positive aspects of strategic leadership.
    
What actions has this CEO taken that demonstrate effective strategic leadership?
What are the effects of those actions on the firm's performance?


",Management,business,management,
Short Answer- Week 8 ,"Top executives and members of a corporation's board of directors have different roles and responsibilities. Traditionally, executives have been responsible for determining the firm's strategic direction and implementing strategies to achieve it, whereas the board of directors has been responsible for monitoring and controlling managerial decisions and actions. Some argue that boards should become more involved with the formulation of a firm's strategies.

Respond to the following:

How would the board's increased involvement in the selection of strategies affect a firm's strategic competitiveness?
What evidence would you offer to support their position?


",Management,business,management,
Week 7 Short Answer ,"
What incentives influence firms to use international strategies? What three basic benefits can firms gain by successfully implementing an international strategy? Why?
Determine why, given the advantages of international diversification, some firms choose not to expand internationally. Provide specific examples to support your response.
As firms attempt to internationalize, they may be tempted to locate facilities where business regulation laws are lax. Discuss the advantages and potential risks of such an approach, using specific examples to support your response.
",Management,business,management,
Summary (PSY),"Summary of these References.   
Denckla, C. A., & Bornstein, R. F. (2015). Toward a more nuanced conceptualization of interpersonal distancing: Differential relationships of adaptive and dysfunctional detachment to stress-based anxiety in college students. Personality and individual differences, 82,148-152. https://doi.org/10.1016/j.paid.2015.03.008
Farahmandian, H., & Shao, L. (2022). Stephen’s neurotic self-estrangement: A case study of james joyce’s a portrait of the artist as a young man. Journal of European Studies, 52(1) 24-35. https://doi.org.portal.lib.edu/10.1177/00472441211072609
Rendon, M. (2008). The vicissitudes of affect in horney’s theory. International Forum of Psychoanalysis, 17(3), 158-168. https://doi.org.portal.lib.edu/10.1080/08037060802031678",Psychology,PSY,,
5-1 Practice Activity: Objective Summary of Decision-Making Process,"Overview
In this practice activity, you will identify the steps of the decision-making process within a scenario. You will then craft an objective summary of the decision-making process.
Prompt
In this module, you have learned about crafting objective summaries. You will now apply this knowledge to craft an objective summary of the decision-making process by using the information provided in a scenario. First, read the scenario in the Module Five Practice Activity Template. Next, using the information in the scenario, identify each step in the decision-making process. For example, the first step is to identify the facts, so you will identify the facts in the scenario and insert them in the cell below the first step. Repeat this process for each step. Then, craft an objective summary of the decision-making process by using the steps identified.
Specifically, the following rubric criteriamust be addressed for each scenario:

Identify each step in the decision-making process
Craft an objective summary of the decision-making process

Guidelines for Submission
This assignment must be completed using the Module Five Practice Activity Template Word Document. Any references must be cited in APA style. See the Shapiro Library APA Style Guide for more information on citations.",Criminal,,,
